Title,Year,Cited by,Link,Abstract,Latin Ratio
The effects of modified constraint-induced movement therapy in acute subcortical cerebral infarction,2017,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022179450&doi=10.3389%2ffnhum.2017.00265&partnerID=40&md5=79c8604e084e28045333990af11d82a4,"Background: Constraint-induced movement therapy (CIMT) promotes upper extremity recovery post stroke, however, it is difficult to implement clinically due to its high resource demand and safety of the restraint. Therefore, we propose that modified CIMT (mCIMT) be used to treat individuals with acute subcortical infarction. Objective: To evaluate the therapeutic effects of mCIMT in patients with acute subcortical infarction, and investigate the possible mechanisms underlying the effect. Methods: The role of mCIMT was investigated in 26 individuals experiencing subcortical infarction in the preceding 14 days. Patients were randomly assigned to either mCIMT or standard therapy. mCIMT group was treated daily for 3 h over 10 consecutive working days, using a mitt on the unaffected arm for up to 30% of waking hours. The control group was treated with an equal dose of occupational therapy and physical therapy. During the 3-month follow-up, the motor functions of the affected limb were assessed by the Wolf Motor Function Test (WMFT) and Motor Activity Log (MAL). Altered cortical excitability was assessed via transcranial magnetic stimulation (TMS). Results: Treatment significantly improved the movement in the mCIMT group compared with the control group. The mean WMF score was significantly higher in the mCIMT group compared with the control group. Further, the appearance of motor-evoked potentials (MEPs) were significantly higher in the mCIMT group compared with the baseline data. A significant change in ipsilesional silent period (SP) occurred in the mCIMT group compared with the control group. However, we found no difference between two groups in motor function or electrophysiological parameters after 3 months of follow-up. Conclusions: mCIMT resulted in significant functional changes in timed movement immediately following treatment in patients with acute subcortical infarction. Further, early mCIMT improved ipsilesional cortical excitability. However, no long-term effects were seen. © 2017 Yu, Wang, Zhang, Wang, Hou, Liu, Gao, Wang, Mo and Wu.",0.4391891891891892
"""You should have seen the look on your face..."": Self-awareness of facial expressions",2017,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021372681&doi=10.3389%2ffpsyg.2017.00832&partnerID=40&md5=d9e44533ec9e51761102c4465a56db5c,"The awareness of facial expressions allows one to better understand, predict, and regulate his/her states to adapt to different social situations. The present research investigated individuals' awareness of their own facial expressions and the influence of the duration and intensity of expressions in two self-reference modalities, a real-time condition and a video-review condition. The participants were instructed to respond as soon as they became aware of any facial movements. The results revealed that awareness rates were 57.79% in the real-time condition and 75.92% in the video-review condition. The awareness rate was influenced by the intensity and (or) the duration. The intensity thresholds for individuals to become aware of their own facial expressions were calculated using logistic regression models. The results of Generalized Estimating Equations (GEE) revealed that video-review awareness was a significant predictor of real-time awareness. These findings extend understandings of human facial expression self-awareness in two modalities. © 2017 Qu, Yan, Chen, Li, Zhang and Fu.",0.43790849673202614
"Leisure activities, education, and cognitive impairment in Chinese older adults: A population-based longitudinal study",2017,91,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008711831&doi=10.1017%2fS1041610216001769&partnerID=40&md5=5615b70ec8b9b4dbc21b478b2c1c17da,"Background: We examine the association between leisure-time activities and the risk of developing cognitive impairment among Chinese older people, and further investigate whether the association varies by educational level. Methods: This follow-up study included 6,586 participants (aged 79.5 ± 9.8 years, range 65-105 years, 51.7% female) of the Chinese Longitudinal Healthy Longevity Survey who were aged ≥65 years and were free of cognitive impairment in 2002. Incident cognitive impairment was defined at the 2005 or 2008/2009 survey following an education-based cut-off on the adapted Chinese version of Mini-Mental State Examination (MMSE). Participation in cognitive activities (e.g. reading) and non-exercise physical activity (e.g. housework) was assessed by a self-reported scale. Cox proportional hazard models were employed to examine the association of leisure activities with incident cognitive impairment while controlling for age, gender, education, occupation, residence, physical exercise, smoking, drinking, cardiovascular diseases and risk factors, negative well-being, and physical functioning, and baseline MMSE score. Results: During a five-year follow-up, 1,448 participants developed incident cognitive impairment. Overall, a high level of participation in leisure activities was associated with a 41% decreased risk of cognitive impairment compared to low-level engagement in leisure activities after controlling for age, gender, education, and other confounders. Moreover, there was a significant interaction between leisure activity and educational level, such that the beneficial effect of leisure activities on cognitive function was larger in educated elderly than their uneducated counterparts, and only educated elderly benefited from cognitive activities. Conclusions: Late-life leisure activities protect against cognitive impairment among elderly Chinese people, and the protective effects are more profound for educated elderly. © 2017 International Psychogeriatric Association.",0.5139442231075697
Domestic horses send signals to humans when they face with an unsolvable task,2017,31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996865581&doi=10.1007%2fs10071-016-1056-4&partnerID=40&md5=4c283bd26a867d9b23f65311007072ac,"Some domestic animals are thought to be skilled at social communication with humans due to the process of domestication. Horses, being in close relationship with humans, similar to dogs, might be skilled at communication with humans. Previous studies have indicated that they are sensitive to bodily signals and the attentional state of humans; however, there are few studies that investigate communication with humans and responses to the knowledge state of humans. Our first question was whether and how horses send signals to their potentially helpful but ignorant caretakers in a problem-solving situation where a food item was hidden in a bucket that was accessible only to the caretakers. We then examined whether horses alter their behaviours on the basis of the caretakers’ knowledge of where the food was hidden. We found that horses communicated to their caretakers using visual and tactile signals. The signalling behaviour of the horses significantly increased in conditions where the caretakers had not seen the hiding of the food. These results suggest that horses alter their communicative behaviour towards humans in accordance with humans’ knowledge state. © 2016, Springer-Verlag Berlin Heidelberg.",0.366120218579235
Scale of Death Anxiety (SDA): Development and validation,2017,31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021329036&doi=10.3389%2ffpsyg.2017.00858&partnerID=40&md5=2152ad40798516b4ebd3b5fa76d701ee,"This study developed and validated a new measure to assess the death anxiety (i.e., Scale of Death Anxiety, SDA) on an individual's somatic, cognitive, emotional, and behavioral reactions from a symptomatic perspective in Chinese youth samples. Following a systematic process, a four-factor structure of the SDA was identified through principle components analysis and confirmatory factor analysis that revealed four aspects of death anxiety: Dysphoria, Death Intrusion, Fear of Death, and Avoidance of Death. The results of this study indicate that the SDA has a clear factor structure and good psychometric properties. The SDA supports death anxiety as a multidimensional construct, and the foundational role of fear of death in the generation of death anxiety. This scale is valuable and beneficial to research on death anxiety. This study makes a significant contribution to the literature because the SDA is the first assessment of death anxiety to include the constructs of dysphoria and somatic symptoms. And the potential clinical practice of the SDA was discussed. © 2017 Cai, Tang, Wu and Li.",0.44642857142857145
Connectedness underlies the underestimation of the horizontal vertical illusion in L-shaped configurations,2017,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015661932&doi=10.3758%2fs13414-017-1309-6&partnerID=40&md5=776afce2d304dd65791aadb5b3c26d63,"L-shaped configuration is a commonly used stimulus configuration in studying horizontal vertical illusion. Here, we report that the horizontal vertical illusion is substantially underestimated when the L-shaped configuration is used for evaluating the illusion. Experiment 1 found that, in a length perception task, the perceived length of a vertical bar was about 10% longer than that of a horizontal bar with the same physical size. Similar amount of HVI was found in a length comparison task, in which the length of a horizontal bar was compared to that of a vertical bar and the two bars were presented separately in space or in time. In contrast, when the length comparison task was conducted with the two bars being arranged in a connected L-shape, the illusion was halved in strength. Experiment 2 and 3 studied what might be the cause of this L-shape induced HVI-underestimation. Two factors were investigated: the connectedness of the two lines, and the 45° absolute orientation or the 45° inner angle information embedded in the upright isosceles L-shape. The results showed that the HVI strength was not much affected when the 45° absolute orientation and the 45° angle information was made useless for the length comparison task. In contrast, the illusion was significantly reduced in strength whenever the two lines were separated as compared to when they were connected. These results suggested that the connectedness of the two lines must underlie the underestimation of the horizontal vertical illusion in the L-shaped configurations. © 2017, The Psychonomic Society, Inc.",0.34024896265560167
Aberrant insula-centered functional connectivity in psychogenic erectile dysfunction patients: A resting-state fMRI study,2017,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020517416&doi=10.3389%2ffnhum.2017.00221&partnerID=40&md5=30a8f878a9470fb2c11feb3832e6456c,"Most previous studies exploring the neural mechanism of psychogenic erectile dysfunction (pED) focused on brain activity under tasks. We suggest that the resting brain activity is equally important in pED studies, in that the patterns of spontaneous neural activities is independent of modalities of sensory input, therefore providing substantial information regarding the central mechanism of pED. Our previous study reported the altered baseline activity in right anterior insula (aINS) in pED patients. Also, the insula is a pivotal region in sexual behavior, which is suggested to be able to directly mediate erection. Therefore, the current study employed resting-state fMRI to examine alterations in functional connectivity (FC) of the aINS comparing pED patients with matched control subjects. After rigorous participant inclusion procedure, 27 pED patients and 27 healthy male controls were enrolled. Our results elucidated the disrupted homogeneity within the right aINS and aberrant connection patterns between the right aINS and the right dorsolateral prefrontal cortex (dlPFC), as well as the right aINS and the right temporoparietal junction (TPJ) respectively in pED group, as compared with the healthy controls. In conclusion, our results demonstrated the aberrant insula-centered FC in pED, which may be related to the abnormal representation of internal bodily state or needs in pED patients and thus further affect the inhibitory control in the sexual context. We hope that these findings may shed new light on the understanding of the central mechanism of pED. © 2017 Wang, Dong, Guan, Wu, He, Zou, Chen, Shi, Liang and Zhang.",0.4139344262295082
Effects of loss aversion on neural responses to loss outcomes: An event-related potential study,2017,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017435812&doi=10.1016%2fj.biopsycho.2017.04.005&partnerID=40&md5=e22d02c412e445c608ce79e6bb869e7b,"Loss aversion is the tendency to prefer avoiding losses over acquiring gains of the same amount. To shed light on the spatio-temporal processes underlying loss aversion, we analysed the associations between individual loss aversion and electrophysiological responses to loss and gain outcomes in a monetary gamble task. Electroencephalographic feedback-related negativity (FRN) was computed in 29 healthy participants as the difference in electrical potentials between losses and gains. Loss aversion was evaluated using non-linear parametric fitting of choices in a separate gamble task. Loss aversion correlated positively with FRN amplitude (233–263 ms) at electrodes covering the lower face. Feedback related potentials were modelled by five equivalent source dipoles. From these dipoles, stronger activity in a source located in the orbitofrontal cortex was associated with loss aversion. The results suggest that loss aversion implemented during risky decision making is related to a valuation process in the orbitofrontal cortex, which manifests during learning choice outcomes. © 2017",0.44666666666666666
Socioeconomic Inequalities in Health in China: A Reassessment with Data from the 2010–2012 China Family Panel Studies,2017,30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955287130&doi=10.1007%2fs11205-016-1244-2&partnerID=40&md5=f9b152c9989333b1ea25395fb84eaf89,"Despite well documented high levels of socioeconomic inequalities, health gradients by socioeconomic status (SES) in contemporary China have been reported to be limited. Using data from the 2010–2012 China Family Panel Studies, we reexamine associations between three sets of SES—human capital, material conditions, and political capital—and self-rated health among Chinese adults 18–70 years old, capitalizing on anchoring vignette data to adjust for reporting heterogeneity. We find strong evidence of substantial variations in reporting behaviors by education, cognition, and family wealth but not by family income or political capital. Failing to correct for reporting heterogeneity can bias the estimates of SES gradients in self-rated health as much as nearly 40 %. After vignette adjustment, we find significantly positive associations of education, family income, wealth, and political capital with self-rated health. Individuals’ cognitive capacity, however, does not predict self-rated health. © 2016, Springer Science+Business Media Dordrecht.",0.4492753623188406
Oxytocin increases the perceived value of both self- and other-owned items and alters medial prefrontal cortex activity in an endowment task,2017,16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021446047&doi=10.3389%2ffnhum.2017.00272&partnerID=40&md5=b8b525d793d776d8ad9295b1d27e1378,"The neuropeptide oxytocin (OXT) can influence self-processing and may help motivate us to value the attributes of others in a more self-like manner by reducing medial prefrontal cortex (mPFC) responses. We do not know however whether this OXT effect extends to possessions. We tend to place a higher monetary value on specific objects that belong to us compared to others, known as the “endowment effect”. In two double-blind, between-subject placebo (PLC) controlled experiments in subjects from a collectivist culture, we investigated the influence of intranasal OXT on the endowment effect, with the second study incorporating functional magnetic resonance imaging (fMRI). In the task, subjects decided whether to buy or sell their own or others’ (mother/father/classmate/stranger) possessions at various prices. Both experiments demonstrated an endowment effect in the self-owned condition which extended to close others (mother/father) and OXT increased this for self and all other-owned items. This OXT effect was associated with reduced activity in the ventral mPFC (vmPFC) in the self-owned condition but increased in the mother-condition. For the classmate-and stranger-owned conditions OXT increased activity in the dorsal mPFC (dmPFC). Changes in vmPFC activation were associated with the size of the endowment effect for self- and mother-owned items. Functional connectivity between the dmPFC and ventral striatum (VStr) was reduced by OXT in self- and mother-owned conditions and between vmPFC and precuneus in the self-condition. Overall our results show that OXT enhances the endowment effect for both self- and other-owned items in Chinese subjects. This effect is associated with reduced mPFC activation in the self-condition but enhanced activation in all other-conditions and involves differential actions on both dorsal and ventral regions as well as functional connectivity with brain reward and other self-processing regions. Overall our findings suggest that OXT increases the perceived value of both self- and other-owned items by acting on neural circuitry involved in self-processing and reward. © 2017 Zhao, Geng, Luo, Zhao, Ma, Xu, Yao and Kendrick.",0.38485804416403785
Differential signatures of second language syntactic performance and age on the structural properties of the left dorsal pathway,2017,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019958765&doi=10.3389%2ffpsyg.2017.00829&partnerID=40&md5=8ebde7bbd76df523fb6e792f35637dd0,"In adult second language (L2) acquisition, individual differences are considerably large even among people with similar experiences. The neural mechanisms underlying this variability would include structural plasticity of language-related pathways. To elucidate such neuroplasticity, we focused on the transitional period of adolescence, which is associated with certain plasticity toward maturation following the sensitive period of language acquisition (=12 years old). The adolescent brain would thus be influenced by age-dependent factors, as well as performances in L2. Here, we examined individual differences in L2 performances controlling the duration of experience to reveal the differential signatures of performances and age on the plasticity of structural properties in major language-related pathways. We recruited Japanese students at two ages, i.e., junior (age: 13-14) and senior (age: 16-17) high-school students, all of whom started to expose to English at age 12 or 13. We divided them into subgroups, so that either L2 performance [Junior (High)/Senior (Low)] or age [Senior (Low)/Senior (High)] was matched in group comparisons; the duration of L2 experience was also controlled between the Senior (Low) and Senior (High) groups. We then examined the thickness and fractional anisotropy (FA) of the dorsal and ventral pathways, i.e., the arcuate fasciculus (Arcuate) and inferior fronto-occipital fasciculus (IFOF), respectively, using semi-automatic methods for selecting regions without branches. Regarding FA in the left Arcuate, the Senior (High) group showed significantly higher FA than the other two groups, indicating performance-related group differences. Further, FA in the left Arcuate was selectively correlated with the accuracy of a syntactic task. Regarding the thickness of the left Arcuate, the Senior (High) and Senior (Low) groups showed significantly larger thickness than the Junior (High) group, indicating age-related group differences. These differential performance-related and age-related signatures were evident on the left Arcuate alone, in contrast to the right Arcuate that showed only mild differences in thickness, and to the bilateral IFOF that lacked either signature. Our results suggest that the left dorsal pathway continued to develop to adolescence, and that performance differences in a syntactic task can be predicted by its FA, independent of age and the duration of experience. © 2017 Yamamoto and Sakai.",0.43768115942028984
"Suicidal Ideation, Resilience, and Healthcare Implications for Newly Diagnosed HIV-Positive Men Who Have Sex with Men in China: A Qualitative Study",2017,16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007499812&doi=10.1007%2fs10508-016-0894-0&partnerID=40&md5=878cdc818cea2b0d874c5210d1460615,"Globally, suicidal ideation and behavior have been widely reported among people living with human immunodeficiency virus (HIV). Knowledge gaps exist regarding the longer life and resilience-related experiences of people living with HIV (PLWH). Specifically, there is a dearth of data about the interaction of perceived risk and resilient factors resulting in a wide spectrum of intentional suicidal ideation outcomes in a Chinese cultural context. This qualitative research drew from a larger ethnographic study of newly diagnosed HIV-positive men who have sex with men (MSM) in Mainland China. Interviews were conducted with 31 MSM within 6 months of diagnosis of HIV infection. Initial suicidal ideation was commonly reported with participants subsequently feeling more resilient to these thoughts through gaining a greater understanding of their prognosis and treatment. Post-HIV diagnosis, some participants reported forming new relationships and receiving increased support from their partners, friends, peers, families, and community-based organizations. At follow-up, these participants generally reported suicidal ideation had declined. However, participants who continued to express suicidal ideation perceived extended pressure from their families’ expectations for them to engage in heterosexual marriages and parenthood. Furthermore, these men reported ongoing hardships in their daily life, unemployment, lack of social support, and isolation. Among this Mainland Chinese cohort of HIV-positive MSM, suicidal ideation may be a transient phenomenon experienced initially following HIV diagnosis that resolves with increased and specific familial, social, and service-based support. It is crucial to identify the causes of stress and social suffering associated with HIV diagnosis in order to reduce suicidal ideation. In China, action is needed to develop routine mental health screening and to increase services that support PLWH. Important services mechanism to accomplish this are promoting resilience through intentional activities as well as continued public health campaigns to reduce stigma toward HIV-positive MSM. © 2016, Springer Science+Business Media New York.",0.468013468013468
Empathy-Related Responding in Chinese Toddlers: Factorial Structure and Cognitive Contributors,2017,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966473971&doi=10.1002%2ficd.1983&partnerID=40&md5=7e6b0f9830d9a7a0d88b4e9df5db0c14,"The critical role of the second year of life in the development of empathy is well accepted by psychologists. However, the developmental trends of the different components of empathy and the potential factors underlying these components during this critical period remain unclear. Eighty-four Chinese toddlers in the second year of life participated in the present study. Empathy-related responses were observed during three simulated procedures performed by each child's primary caregiver, the experimenter and a baby doll. An exploratory factor analysis was used to identify the different components of empathy. The shared representation of the self and others was measured using the Tasks for the Observation of Self-Concept, self/other awareness was measured with a series of mirror tests and inhibitory control was measured using the Cylinder Inhibitory Control Task. The results showed that the empathy of Chinese toddlers contains three factors: sympathy, personal distress and orientation. Potential cognitive factors contribute to the different components of empathy through both independent and joint effects. © 2016 The Authors Infant and Child Development Published by John Wiley & Sons, Ltd. © 2016 The Authors Infant and Child Development Published by John Wiley & Sons, Ltd.",0.42702702702702705
Age of acquisition effects on word processing for Chinese native learners' english: ERP evidence for the arbitrary mapping hypothesis,2017,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019581227&doi=10.3389%2ffpsyg.2017.00818&partnerID=40&md5=cb4607513201592c9dd4b6d9bd9982b1,"The present study aimed at distinguishing processing of early learned L2 words from late ones for Chinese natives who learn English as a foreign language. Specifically, we examined whether the age of acquisition (AoA) effect arose during the arbitrary mapping from conceptual knowledge onto linguistic units. The behavior and ERP data were collected when 28 Chinese-English bilinguals were asked to perform semantic relatedness judgment on word pairs, which represented three stages of word learning (i.e., primary school, junior and senior high schools). A 3 (AoA: early vs. intermediate vs. late) × 2 (regularity: regular vs. irregular) × 2 (semantic relatedness: related vs. unrelated) × 2 (hemisphere: left vs. right) × 3 (brain area: anterior vs. central vs. posterior) within-subjects design was adopted. Results from the analysis of N100 and N400 amplitudes showed that early learned words had an advantage in processing accuracy and speed; there is a tendency that the AoA effect was more pronounced for irregular word pairs and in the semantic related condition. More important, ERP results showed early acquired words induced larger N100 amplitudes for early AoA words in the parietal area and more negative-going N400 than late acquire words in the frontal and central regions. The results indicate the locus of the AoA effect might derive from the arbitrary mapping between word forms and semantic concepts, and early acquired words have more semantic interconnections than late acquired words. © 2017 Xue, Liu, Marmolejo-Ramos and Pei.",0.45374449339207046
The influence of counterfactual comparison on fairness in gain-loss contexts,2017,27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019612442&doi=10.3389%2ffpsyg.2017.00683&partnerID=40&md5=cb1e610ea3bfed7365a5e789025500db,"Fairness perceptions may be affected by counterfactual comparisons. Although certain studies using a two-player ultimatum game (UG) have shown that comparison with the proposers influences the responders' fairness perceptions in a gain context, the effect of counterfactual comparison in a UG with multiple responders or proposers remains unclear, especially in a loss context. To resolve these issues, this study used a modified three-player UG with multiple responders in Experiment 1 and multiple proposers in Experiment 2 to examine the influence of counterfactual comparison on fairness-related decision-making in gain and loss contexts. The two experiments consistently showed that regardless of the gain or loss context, the level of inequality of the offer and counterfactual comparison influenced acceptance rates (ARs), response times (RTs), and fairness ratings (FRs). If the offers that were received were better than the counterfactual offers, unequal offers were more likely to be accepted than equal offers, and participants were more likely to report higher FRs and to make decisions more quickly. In contrast, when the offers they received were worse than the counterfactual offers, participants were more likely to reject unequal offers than equal offers, reported lower FRs, and made decisions more slowly. These results demonstrate that responders' fairness perceptions are influenced by not only comparisons of the absolute amount of money that they would receive but also specific counterfactuals from other proposers or responders. These findings improve our understanding of fairness perceptions. © 2017 Li, Wang, Taxer, Yang, Zheng and Liu.",0.45
The recency ratio is associated with reduced CSF glutamate in late-life depression,2017,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016011508&doi=10.1016%2fj.nlm.2017.03.011&partnerID=40&md5=20872513021726f3b255b76196eab2bf,"Glutamate is the principal excitatory neurotransmitter in the central nervous system, and is thought to be involved in the process of memory encoding and storage. Glutamate disturbances have also been reported in psychiatric disorders, such as schizophrenia and major depressive disorder (MDD), and in Alzheimer's disease. In this paper, we set out to study the relationship between cerebrospinal fluid (CSF) glutamate levels and memory performance, which we believe has not been reported previously. In particular, we focused on recall performance broken down by serial position. Our prediction was that the recency ratio (Rr), a novel cognitive marker of intellectual impairment, would be linked with CSF glutamate levels. We studied data from a group of cognitively intact elderly individuals, 28 of whom had MDD, while 19 were controls. Study results indicated that Rr levels, but no other memory score, were inversely correlated with CSF glutamate levels, although this was found only in individuals with late-life MDD. For comparison, glutamine or GABA were not correlated with any memory performance measure. © 2017 Elsevier Inc.",0.4107142857142857
Integration of the forced-choice questionnaire and the likert scale: A simulation study,2017,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019638177&doi=10.3389%2ffpsyg.2017.00806&partnerID=40&md5=bdacd6f1a558835440507270585c16cd,"The Thurstonian item response theory (IRT) model allows estimating the latent trait scores of respondents directly through their responses in forced-choice questionnaires. It solves a part of problems brought by the traditional scoring methods of this kind of questionnaires. However, the forced-choice designs may still have their own limitations: The model may encounter underidentification and non-convergence and the test may show low test reliability in simple test designs (e.g., test designs with only a small number of traits measured or short length). To overcome these weaknesses, the present study applied the Thurstonian IRT model and the Graded Response Model to a different test format that comprises both forced-choice blocks and Likert-type items. And the Likert items should have low social desirability. A Monte Carlo simulation study is used to investigate how the mixed response format performs under various conditions. Four factors are considered: the number of traits, test length, the percentage of Likert items, and the proportion of pairs composed of items keyed in opposite directions. Results reveal that the mixed response format can be superior to the forced-choice format, especially in simple designs where the latter performs poorly. Besides the number of Likert items needed is small. One point to note is that researchers need to choose Likert items cautiously as Likert items may bring other response biases to the test. Discussion and suggestions are given to construct personality tests that can resist faking as much as possible and have acceptable reliability. © 2017 Xiao, Liu and Li.",0.46963562753036436
The association between childhood adversities and subsequent first onset of psychotic experiences: A cross-national analysis of 23 998 respondents from 17 countries,2017,99,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008656615&doi=10.1017%2fS0033291716003263&partnerID=40&md5=b3a737451ae73405949f915a25fbde20,"Background Although there is robust evidence linking childhood adversities (CAs) and an increased risk for psychotic experiences (PEs), little is known about whether these associations vary across the life-course and whether mental disorders that emerge prior to PEs explain these associations. Method We assessed CAs, PEs and DSM-IV mental disorders in 23 998 adults in the WHO World Mental Health Surveys. Discrete-time survival analysis was used to investigate the associations between CAs and PEs, and the influence of mental disorders on these associations using multivariate logistic models. Results Exposure to CAs was common, and those who experienced any CAs had increased odds of later PEs [odds ratio (OR) 2.3, 95% confidence interval (CI) 1.9-2.6]. CAs reflecting maladaptive family functioning (MFF), including abuse, neglect, and parent maladjustment, exhibited the strongest associations with PE onset in all life-course stages. Sexual abuse exhibited a strong association with PE onset during childhood (OR 8.5, 95% CI 3.6-20.2), whereas Other CA types were associated with PE onset in adolescence. Associations of other CAs with PEs disappeared in adolescence after adjustment for prior-onset mental disorders. The population attributable risk proportion (PARP) for PEs associated with all CAs was 31% (24% for MFF). Conclusions Exposure to CAs is associated with PE onset throughout the life-course, although sexual abuse is most strongly associated with childhood-onset PEs. The presence of mental disorders prior to the onset of PEs does not fully explain these associations. The large PARPs suggest that preventing CAs could lead to a meaningful reduction in PEs in the population. © 2017 Cambridge University Press.",0.4024390243902439
Proposers' economic status affects behavioral and neural responses to unfairness,2017,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021384308&doi=10.3389%2ffpsyg.2017.00847&partnerID=40&md5=a6a6e3e35db086eca618e508892baa68,"Economic status played an important role in the modulation of economic decision making. The present fMRI study aimed at investigating how economic status modulated behavioral and neural responses to unfairness in a modified Ultimatum Game (UG). During scanning, participants played as responders in the UG, and they were informed of the economic status of proposers before receiving offers. At the behavioral level, higher rejection rates and lower fairness ratings were revealed when proposers were in high economic status than in low economic status. Besides, the most time-consuming decisions tended to occur at lower unfairness level when the proposers were in high (relative to low) economic status. At the neural level, stronger activation of left thalamus was revealed when fair offers were proposed by proposers in high rather than in low economic status. Greater activation of right medial prefrontal cortex was revealed during acceptance to unfair offers in high economic status condition rather than in low economic status condition. Taken together, these findings shed light on the significance of proposers' economic status in responders' social decision making in UG. © 2017 Zheng, Cheng, Xu, Zheng, Li, Yang and Guo.",0.4838709677419355
Appetitive olfactory learning and long-term associative memory in Caenorhabditis elegans,2017,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019213467&doi=10.3389%2ffnbeh.2017.00080&partnerID=40&md5=1866954f4394022936476caa0717cc52,"Because of the relative simplicity of its nervous system, Caenorhabditis elegans is a useful model organism to study learning and memory at cellular and molecular levels. For appetitive conditioning in C. elegans, food has exclusively been used as an unconditioned stimulus (US). It may be difficult to analyze neuronal circuits for associative memory since food is a multimodal combination of olfactory, gustatory, and mechanical stimuli. Here, we report classical appetitive conditioning and associative memory in C. elegans, using 1-nonanol as a conditioned stimulus (CS), and potassium chloride (KCl) as a US. Before conditioning, C. elegans innately avoided 1-nonanol, an aversive olfactory stimulus, and was attracted by KCl, an appetitive gustatory stimulus, on assay agar plates. Both massed training without an intertrial interval (ITI) and spaced training with a 10-min ITI induced significant levels of memory of association regarding the two chemicals. Memory induced by massed training decayed within 6 h, while that induced by spaced training was retained for more than 6 h. Animals treated with inhibitors of transcription or translation formed the memory induced by spaced training less efficiently than untreated animals, whereas the memory induced by massed training was not significantly affected by such treatments. By definition, therefore, memories induced by massed training and spaced training are classified as short-term memory (STM) and long-term memory (LTM), respectively. When animals conditioned by spaced training were exposed to 1-nonanol alone, their learning index was lower than that of untreated animals, suggesting that extinction learning occurs in C. elegans. In support of these results, C. elegans mutants defective in nmr-1, encoding an NMDA receptor subunit, formed both STM and LTM less efficiently than wild-type animals, while mutations in crh-1, encoding a ubiquitous transcription factor CREB required for memory consolidation, affected LTM, but not STM. The paradigm established in the present study should allow us to elucidate neuronal circuit plasticity for appetitive learning and memory in C. elegans. © 2017 Nishijima and Maruyama.",0.4668769716088328
Narcissism and the strategic pursuit of short-term mating: Universal links across 11 world regions of the international sexuality description project-2; [Narcisismo y búsqueda estratégica del emparejamiento a corto plazo a través de las culturas: Enlaces omnipresentes a través de 11 regiones mundiales del Proyecto de la descripción de la sexualidad internacional 2],2017,29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019148564&doi=10.31820%2fpt.26.1.5&partnerID=40&md5=9bc2050051f44f7a768226f3f2b45e37,"Previous studies have documented links between sub-clinical narcissism and the active pursuit of short-term mating strategies (e.g., unrestricted sociosexuality, marital infidelity, mate poaching). Nearly all of these investigations have relied solely on samples from Western cultures. In the current study, responses from a cross-cultural survey of 30,470 people across 53 nations spanning 11 world regions (North America, Central/South America, Northern Europe, Western Europe, Eastern Europe, Southern Europe, Middle East, Africa, Oceania, Southeast Asia, and East Asia) were used to evaluate whether narcissism (as measured by the Narcissistic Personality Inventory; NPI) was universally associated with short-term mating. Results revealed narcissism scores (including two broad factors and seven traditional facets as measured by the NPI) were functionally equivalent across cultures, reliably associating with key sexual outcomes (e.g., more active pursuit of short-term mating, intimate partner violence, and sexual aggression) and sex-related personality traits (e.g., higher extraversion and openness to experience). Whereas some features of personality (e.g., subjective well-being) were universally associated with socially adaptive facets of Narcissism (e.g., self-sufficiency), most indicators of short-term mating (e.g., unrestricted sociosexuality and marital infidelity) were universally associated with the socially maladaptive facets of narcissism (e.g., exploitativeness). Discussion addresses limitations of these cross-culturally universal findings and presents suggestions for future research into revealing the precise psychological features of narcissism that facilitate the strategic pursuit of short-term mating. © 2017, Faculty of Arts and Sciences in Rijeka. All rights reserved.",0.44493392070484583
